,datasetKey,decimalLatitude,decimalLongitude,scientificName,taxonKey,TEMP,ZONE
Unnamed 18169,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.09347,-84.165459,"Setophaga palmarum (J.F.Gmelin, 1789)",7341822,15,8b
Unnamed 18170,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.088522,-84.165262,"Egretta thula (Molina, 1782)",2480873,15,8b
Unnamed 18171,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.076504,-84.180271,"Setophaga coronata (Linnaeus, 1766)",7341805,15,8b
Unnamed 18172,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.076504,-84.180271,"Geothlypis trichas (Linnaeus, 1766)",2489670,15,8b
Unnamed 18173,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.076504,-84.180271,"Spatula discors (Linnaeus, 1766)",9422220,15,8b
Unnamed 18174,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.076504,-84.180271,"Spatula discors (Linnaeus, 1766)",9422220,15,8b
Unnamed 18175,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.076504,-84.180271,"Megaceryle alcyon (Linnaeus, 1758)",2475472,15,8b
Unnamed 18176,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.076504,-84.180271,"Aythya valisineria (A.Wilson, 1814)",2498256,15,8b
Unnamed 18177,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.076504,-84.180271,"Aythya valisineria (A.Wilson, 1814)",2498256,15,8b
Unnamed 18178,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.076504,-84.180271,"Egretta thula (Molina, 1782)",2480873,15,8b
Unnamed 18179,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.076504,-84.180271,"Spatula clypeata (Linnaeus, 1758)",8332393,15,8b
Unnamed 18180,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.076504,-84.180271,"Rynchops niger Linnaeus, 1758",2481209,15,8b
Unnamed 18181,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.076504,-84.180271,"Tringa melanoleuca (Gmelin, 1789)",2481720,15,8b
Unnamed 18182,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.076504,-84.180271,"Anas crecca Linnaeus, 1758",8214667,15,8b
Unnamed 18183,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.076504,-84.180271,"Rynchops niger Linnaeus, 1758",2481209,15,8b
Unnamed 18184,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.35323,-71.07072,"Sciurus carolinensis Gmelin, 1788",5219681,-5,6b
Unnamed 18185,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.754475,-122.134575,"Cortinarius glutinosoarmillatus Bojantchev, Ammirati, Liimat. & Niskanen",10881513,25,9b
Unnamed 18186,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.512015,-117.244296,"Anser albifrons (Scopoli, 1769)",2498017,15,8b
Unnamed 18187,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.624771,-121.917053,"Strongylocentrotus purpuratus (Stimpson, 1857)",2278852,30,10a
Unnamed 18188,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.833521,-124.129846,"Psilocybe allenii Borov., Rockefeller & P.G.Werner",8351552,25,9b
Unnamed 18189,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.847287,-116.860297,"Omphalotus olivascens H.E.Bigelow, O.K.Mill. & Thiers",3321446,25,9b
Unnamed 18190,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.91935,-113.554192,Krascheninnikovia lanata (Pursh) A.Meeuse & Smit,6447601,15,8b
Unnamed 18191,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.614691,-92.057933,"Ochrimnus lineoloides (Slater, 1964)",2007641,20,9a
Unnamed 18192,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.78289,-97.12694,"Buteo lineatus (Gmelin, 1788)",2480529,10,8a
Unnamed 18193,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.783006,-97.125904,"Spatula clypeata (Linnaeus, 1758)",8332393,10,8a
Unnamed 18194,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.784461,-97.127078,"Tringa melanoleuca (Gmelin, 1789)",2481720,10,8a
Unnamed 18195,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.784618,-97.128406,"Spinus tristis (Linnaeus, 1758)",5231640,10,8a
Unnamed 18196,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.784646,-97.131931,"Agelaius phoeniceus (Linnaeus, 1766)",9409198,10,8a
Unnamed 18197,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.784945,-97.133654,"Euphagus carolinus (Statius Muller, 1776)",2484184,10,8a
Unnamed 18198,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.785022,-97.133732,"Turdus migratorius Linnaeus, 1766",9510564,10,8a
Unnamed 18199,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.784337,-97.133689,"Sayornis phoebe (Latham, 1790)",2483606,10,8a
Unnamed 18200,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.783182,-97.132873,"Cardinalis cardinalis (Linnaeus, 1758)",2490384,10,8a
Unnamed 18201,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.783245,-97.126683,"Sialia sialis (Linnaeus, 1758)",2490941,10,8a
Unnamed 18202,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.78403,-97.125792,"Oxyura jamaicensis (Gmelin, 1789)",2498305,10,8a
Unnamed 18203,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.784075,-97.125817,"Oxyura jamaicensis (Gmelin, 1789)",2498305,10,8a
Unnamed 18204,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.785031,-97.126697,"Falco sparverius Linnaeus, 1758",9685907,10,8a
Unnamed 18205,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.784373,-97.124712,"Spatula clypeata (Linnaeus, 1758)",8332393,10,8a
Unnamed 18206,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.786785,-97.121076,"Aythya collaris (Donovan, 1809)",2498264,10,8a
Unnamed 18207,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.786424,-97.121776,"Thryomanes bewickii (Audubon, 1827)",2493843,10,8a
Unnamed 18208,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.786875,-97.122569,"Anas crecca Linnaeus, 1758",8214667,10,8a
Unnamed 18209,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.787453,-97.123578,"Bucephala albeola (Linnaeus, 1758)",2498329,10,8a
Unnamed 18210,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.787832,-97.122505,"Anas crecca Linnaeus, 1758",8214667,10,8a
Unnamed 18211,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.78748,-97.122655,"Fulica americana Gmelin, 1789",2474393,10,8a
Unnamed 18212,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.788117,-97.119776,"Cathartes aura (Linnaeus, 1758)",2481930,10,8a
Unnamed 18213,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.78829,-97.120707,"Passerculus sandwichensis (J.F.Gmelin, 1789)",5231142,10,8a
Unnamed 18214,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.788241,-97.121686,"Setophaga coronata (Linnaeus, 1766)",7341805,10,8a
Unnamed 18215,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.789649,-97.11766,"Mareca strepera (Linnaeus, 1758)",9362027,10,8a
Unnamed 18216,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.788118,-97.117814,"Agelaius phoeniceus (Linnaeus, 1766)",9409198,10,8a
Unnamed 18217,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.70347,-118.050081,"Recurvirostra americana Gmelin, 1789",2480258,35,10b
Unnamed 18218,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.788587,-97.126998,"Aythya collaris (Donovan, 1809)",2498264,10,8a
Unnamed 18219,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.784474,-97.123672,"Dryobates pubescens (Linnaeus, 1766)",9149595,10,8a
Unnamed 18220,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.784402,-97.123779,"Geothlypis trichas (Linnaeus, 1766)",2489670,10,8a
Unnamed 18221,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.785087,-97.124724,"Leiothlypis celata (Say, 1822)",8169649,10,8a
Unnamed 18222,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.835348,-86.680693,"Thamnophis sirtalis (Linnaeus, 1758)",2457522,-15,5b
Unnamed 18223,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.624584,-121.916756,"Anthopleura sola Pearse & Francis, 2000",2256825,30,10a
Unnamed 18224,50c9509d-22c7-4a22-a47d-8c48425ef4a7,25.681472,-80.31848,Coleosporium plumeriae Pat.,2513846,35,10b
Unnamed 18225,50c9509d-22c7-4a22-a47d-8c48425ef4a7,26.242547,-80.089553,"Didelphis virginiana Kerr, 1792",2439923,35,10b
Unnamed 18226,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.74305,-83.234758,"Eurosta solidaginis (Fitch, 1855)",1629345,-10,6a
Unnamed 18227,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.329876,-120.826964,"Pelecanus erythrorhynchos Gmelin, 1789",5229155,30,10a
Unnamed 18228,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.033325,-116.148767,Opuntia basilaris Engelm. & Bigelow,5384070,10,8a
Unnamed 18229,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.743,-83.2347,Monarda fistulosa L.,5341411,-10,6a
Unnamed 18230,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.351997,-71.06118,"Larus argentatus Pontoppidan, 1763",2481139,-5,6b
Unnamed 18231,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.053807,-105.287554,"Bubo virginianus (J.F.Gmelin, 1788)",5959118,-10,6a
Unnamed 18232,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.033153,-116.149392,Opuntia chlorotica Engelm. & Bigelow,5384111,10,8a
Unnamed 18233,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.743144,-83.234525,Rhus typhina L.,3190538,-10,6a
Unnamed 18234,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.901847,-122.210617,Mycena purpureofusca (Peck) Sacc.,4911839,25,9b
Unnamed 18235,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.847278,-116.860413,"Xerocomellus dryophilus (Thiers) N.Siegel, C.F.Schwarz & J.L.Frank",7574003,25,9b
Unnamed 18236,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.757009,-80.561865,"Dissotrocha macrostyla (Ehrenberg, 1838)",1001085,-10,6a
Unnamed 18237,50c9509d-22c7-4a22-a47d-8c48425ef4a7,29.660813,-100.036042,"Salvadora lineata Schmidt, 1940",8990875,15,8b
Unnamed 18238,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.690578,-122.982247,Hericium coralloides (Scop.) Pers.,5248532,25,9b
Unnamed 18239,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.743294,-83.234186,Alliaria petiolata (M.Bieb.) Cavara & Grande,5376075,-10,6a
Unnamed 18240,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.614691,-92.057933,"Piezodorus guildinii (Westwood, 1837)",2078823,20,9a
Unnamed 18241,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.902008,-122.210762,"Russula rhodocephala Bazzical., D.Mill. & Buyck",10862036,25,9b
Unnamed 18242,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.743258,-83.234122,Alliaria petiolata (M.Bieb.) Cavara & Grande,5376075,-10,6a
Unnamed 18243,50c9509d-22c7-4a22-a47d-8c48425ef4a7,25.390047,-80.686882,Randia aculeata L.,5339488,35,10b
Unnamed 18244,50c9509d-22c7-4a22-a47d-8c48425ef4a7,25.390055,-80.686897,Ludwigia octovalvis (Jacq.) P.H.Raven,5420987,35,10b
Unnamed 18245,50c9509d-22c7-4a22-a47d-8c48425ef4a7,25.391306,-80.686134,Spermacoce keyensis Small,2918209,35,10b
Unnamed 18246,50c9509d-22c7-4a22-a47d-8c48425ef4a7,25.391323,-80.686134,Andropogon tenuispatheus (Nash) Nash,4138756,35,10b
Unnamed 18247,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.350849,-75.093341,"Branta canadensis (Linnaeus, 1758)",5232437,-5,6b
Unnamed 18248,50c9509d-22c7-4a22-a47d-8c48425ef4a7,25.391275,-80.686127,Andropogon tenuispatheus (Nash) Nash,4138756,35,10b
Unnamed 18249,50c9509d-22c7-4a22-a47d-8c48425ef4a7,25.391283,-80.68605,Bacopa monnieri (L.) Pennell,3171169,35,10b
Unnamed 18250,50c9509d-22c7-4a22-a47d-8c48425ef4a7,44.199447,-72.596931,Tsuga canadensis (L.) Carrière,2687182,-25,4b
Unnamed 18251,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.743617,-83.235656,Verbascum thapsus L.,3171949,-10,6a
Unnamed 18252,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.142031,-84.477194,"Necturus maculosus (Rafinesque, 1818)",2432048,-15,5b
Unnamed 18253,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.771733,-122.502647,Hygrophoropsis aurantiaca (Wulfen) Maire,2525710,35,10b
Unnamed 18254,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.79138,-122.45627,Dacrymyces stillatus Nees,2512925,35,10b
Unnamed 18255,50c9509d-22c7-4a22-a47d-8c48425ef4a7,43.097387,-70.778837,"Bucephala albeola (Linnaeus, 1758)",2498329,-10,6a
Unnamed 18256,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.614698,-92.057933,"Udea rubigalis Guenée, 1854",1887122,20,9a
Unnamed 18257,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.861894,-80.856371,"Acantharchus pomotis (Baird, 1855)",2394540,10,8a
Unnamed 18258,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.000729,-84.590511,"Lepomis peltastes Cope, 1870",7193242,-15,5b
Unnamed 18259,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.743444,-83.234192,Anemone virginiana L.,3033255,-10,6a
Unnamed 18260,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.597036,-117.272827,"Phalacrocorax auritus (Lesson, 1831)",2481875,15,8b
Unnamed 18261,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.483094,-111.923492,Acer negundo L.,3189866,0,7a
Unnamed 18262,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.304386,-121.765442,Oxalis pes-caprae L.,2891661,25,9b
Unnamed 18263,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.134364,-82.852968,"Choephora fungorum Grote & Robinson, 1868",1782523,0,7a
Unnamed 18264,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.304439,-121.76535,Silybum marianum (L.) Gaertn.,3145214,25,9b
Unnamed 18265,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.851164,-80.922214,"Umbra pygmaea (DeKay, 1842)",5203111,10,8a
Unnamed 18266,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.887195,-83.335442,"Crotalus horridus Linnaeus, 1758",2444468,10,8a
Unnamed 18267,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.304586,-121.763572,Toxicodendron diversilobum (Torr. & A.Gray) Greene,3190621,25,9b
Unnamed 18268,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.304439,-121.762947,Plantago lanceolata L.,8208358,25,9b
Unnamed 18269,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.304508,-121.762689,Chlorogalum pomeridianum (DC.) Kunth,2772636,25,9b
Unnamed 18270,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.304717,-121.761943,Silybum marianum (L.) Gaertn.,3145214,25,9b
Unnamed 18271,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.304294,-121.761672,Eschscholzia californica Cham.,2888380,25,9b
Unnamed 18272,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.304178,-121.76175,Heteromeles arbutifolia (Lindl.) M.Roem.,5370154,25,9b
Unnamed 18273,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.304178,-121.761764,Scrophularia californica Cham. & Schltdl.,3170868,25,9b
Unnamed 18274,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.303211,-121.763947,Oxalis pes-caprae L.,2891661,25,9b
Unnamed 18275,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.302856,-121.763764,Cynara cardunculus L.,3112364,25,9b
Unnamed 18276,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.302869,-121.764306,Eschscholzia californica Cham.,2888380,25,9b
Unnamed 18277,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.303153,-121.765161,Silybum marianum (L.) Gaertn.,3145214,25,9b
Unnamed 18278,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.303172,-121.765189,Malva L.,3152364,25,9b
Unnamed 18279,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.304011,-121.767936,Malva L.,3152364,25,9b
Unnamed 18280,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.032925,-116.1492,Arctostaphylos glauca Lindl.,2882607,10,8a
Unnamed 18281,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.511942,-101.873282,"Anser caerulescens (Linnaeus, 1758)",2498167,5,7b
Unnamed 18282,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.512226,-101.873133,"Anser albifrons (Scopoli, 1769)",2498017,5,7b
Unnamed 18283,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.511114,-101.897448,"Anas crecca Linnaeus, 1758",8214667,5,7b
Unnamed 18284,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.51118,-101.897821,"Spatula clypeata (Linnaeus, 1758)",8332393,5,7b
Unnamed 18285,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.512299,-101.897035,"Anas acuta Linnaeus, 1758",2498112,5,7b
Unnamed 18286,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.513148,-101.897543,"Dryobates scalaris (Wagler, 1829)",8959883,5,7b
Unnamed 18287,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.512976,-101.897917,"Dryobates scalaris (Wagler, 1829)",8959883,5,7b
Unnamed 18288,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.614694,-92.057843,"Heraeus plebejus Stal, 1874",2008097,20,9a
Unnamed 18289,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.727555,-82.650628,"Alligator mississippiensis (Daudin, 1801)",2441370,30,10a
Unnamed 18290,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.031647,-116.149322,Rhamnus ilicifolia Kellogg,3039489,10,8a
Unnamed 18291,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.345066,-122.550972,Dryopteris arguta (Kaulf.) Watt,5275136,25,9b
Unnamed 18292,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.589895,-106.49993,Populus tremuloides Michx.,3040215,-15,5b
Unnamed 18293,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.552855,-122.093147,"Odocoileus hemionus columbianus (Richardson, 1829)",4262326,30,10a
Unnamed 18294,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.031472,-116.149247,Cirsium neomexicanum A.Gray,3113512,10,8a
Unnamed 18295,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.727542,-82.650537,"Alligator mississippiensis (Daudin, 1801)",2441370,30,10a
Unnamed 18296,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.791062,-122.45565,Tubaria furfuracea (Pers.) Gillet,8796319,35,10b
Unnamed 18297,50c9509d-22c7-4a22-a47d-8c48425ef4a7,43.097512,-70.778601,"Dryobates pubescens (Linnaeus, 1766)",9149595,-10,6a
Unnamed 18298,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.614698,-92.057933,"Dikrella maculata (Gillette, 1898)",2034625,20,9a
Unnamed 18299,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.729512,-82.650637,"Alligator mississippiensis (Daudin, 1801)",2441370,30,10a
Unnamed 18300,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.530422,-94.344833,"Eurycea paludicola (Mittleman, 1947)",10765438,15,8b
Unnamed 18301,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.328758,-75.067253,"Zonotrichia albicollis (J.F.Gmelin, 1789)",5231140,-5,6b
Unnamed 18302,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.902613,-122.211762,Amanita muscaria subsp. flavivolvata Singer,8194095,25,9b
Unnamed 18303,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.967267,-117.27375,Ericameria palmeri (A.Gray) H.M.Hall,3102963,25,9b
Unnamed 18304,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.107885,-92.255422,Pinus echinata Mill.,5285324,0,7a
Unnamed 18305,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.093109,-118.609511,"Psilocybe allenii Borov., Rockefeller & P.G.Werner",8351552,35,10b
Unnamed 18306,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.352925,-112.487206,Oncosiphon pilulifer (L.f.) Källersjö,10852031,25,9b
Unnamed 18307,50c9509d-22c7-4a22-a47d-8c48425ef4a7,47.80509,-122.393977,"Megaceryle alcyon (Linnaeus, 1758)",2475472,15,8b
Unnamed 18308,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.869863,-104.534796,"Buteo regalis (G.R.Gray, 1844)",2480566,5,7b
Unnamed 18309,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.552197,-122.089364,Diplacus aurantiacus (Curtis) Jeps.,5414628,30,10a
Unnamed 18310,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28.543174,-80.821801,Asparagus aethiopicus L.,2768763,25,9b
Unnamed 18311,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.976418,-85.748743,"Baeolophus bicolor (Linnaeus, 1766)",2487887,-15,5b
Unnamed 18312,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.97641,-85.74869,"Baeolophus bicolor (Linnaeus, 1766)",2487887,-15,5b
Unnamed 18313,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.976441,-85.7487,"Haemorhous mexicanus (P.L.Statius Müller, 1776)",8323485,-15,5b
Unnamed 18314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.217082,-121.897458,"Sciurus niger Linnaeus, 1758",5219683,25,9b
Unnamed 18315,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.742308,-83.246083,Trametes conchifer (Schwein.) Pilát,2547301,-10,6a
Unnamed 18316,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.672632,-117.936761,"Setophaga americana (Linnaeus, 1758)",6093345,35,10b
Unnamed 18317,50c9509d-22c7-4a22-a47d-8c48425ef4a7,43.822393,-117.010775,"Aythya valisineria (A.Wilson, 1814)",2498256,-5,6b
Unnamed 18318,50c9509d-22c7-4a22-a47d-8c48425ef4a7,43.821462,-117.015267,Typha latifolia L.,5289423,-5,6b
Unnamed 18319,50c9509d-22c7-4a22-a47d-8c48425ef4a7,43.821605,-117.006269,Phragmites australis (Cav.) Trin. ex Steud.,5290149,-5,6b
Unnamed 18320,50c9509d-22c7-4a22-a47d-8c48425ef4a7,43.822448,-117.010807,"Mareca strepera (Linnaeus, 1758)",9362027,-5,6b
Unnamed 18321,50c9509d-22c7-4a22-a47d-8c48425ef4a7,43.822469,-117.010797,"Anas platyrhynchos Linnaeus, 1758",9761484,-5,6b
Unnamed 18322,50c9509d-22c7-4a22-a47d-8c48425ef4a7,43.822471,-117.010775,"Spatula clypeata (Linnaeus, 1758)",8332393,-5,6b
Unnamed 18323,50c9509d-22c7-4a22-a47d-8c48425ef4a7,43.821853,-116.999477,"Zonotrichia leucophrys (J.R.Forster, 1772)",5231132,-5,6b
Unnamed 18324,50c9509d-22c7-4a22-a47d-8c48425ef4a7,43.822397,-117.019576,Populus alba L.,3040233,-5,6b
Unnamed 18325,50c9509d-22c7-4a22-a47d-8c48425ef4a7,47.808648,-122.390712,"Bucephala clangula (Linnaeus, 1758)",2498326,15,8b
Unnamed 18326,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.328811,-75.067254,"Zenaida macroura (Linnaeus, 1758)",2495347,-5,6b
Unnamed 18327,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.552662,-122.093239,"Sylvilagus bachmani (Waterhouse, 1839)",2436846,30,10a
Unnamed 18328,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.134503,-118.321953,Ceanothus megacarpus Nutt.,3039316,35,10b
Unnamed 18329,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.790597,-122.457353,Tremella mesenterica Retz.,7577590,35,10b
Unnamed 18330,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.99718,-119.724838,Gymnopus dryophilus (Bull.) Murrill,5243756,30,10a
Unnamed 18331,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.672695,-117.936729,"Setophaga nigrescens (J.K.Townsend, 1837)",7341770,35,10b
Unnamed 18332,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.672695,-117.936814,"Setophaga coronata (Linnaeus, 1766)",7341805,35,10b
Unnamed 18333,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.79187,-122.458228,Agaricus xanthodermus Genev.,5243412,35,10b
Unnamed 18334,50c9509d-22c7-4a22-a47d-8c48425ef4a7,31.914372,-109.144594,"Cardinalis sinuatus Bonaparte, 1838",2490405,10,8a
Unnamed 18335,50c9509d-22c7-4a22-a47d-8c48425ef4a7,31.914413,-109.144582,"Melozone fusca (Swainson, 1827)",7341622,10,8a
Unnamed 18336,50c9509d-22c7-4a22-a47d-8c48425ef4a7,31.904575,-109.155786,"Dryobates arizonae (Hargitt, 1886)",10814438,5,7b
Unnamed 18337,50c9509d-22c7-4a22-a47d-8c48425ef4a7,31.904514,-109.156047,"Setophaga townsendi (J.K.Townsend, 1837)",6092651,5,7b
Unnamed 18338,50c9509d-22c7-4a22-a47d-8c48425ef4a7,31.904437,-109.156008,"Dryobates scalaris (Wagler, 1829)",8959883,5,7b
Unnamed 18339,50c9509d-22c7-4a22-a47d-8c48425ef4a7,31.904428,-109.155972,"Myioborus pictus (Swainson, 1829)",2489850,5,7b
Unnamed 18340,50c9509d-22c7-4a22-a47d-8c48425ef4a7,31.948736,-109.025738,"Pecari tajacu (Linnaeus, 1758)",2440995,10,8a
Unnamed 18341,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.997108,-119.724358,Agaricus xanthodermus Genev.,5243412,30,10a
Unnamed 18342,50c9509d-22c7-4a22-a47d-8c48425ef4a7,47.80729,-122.392219,"Phalacrocorax auritus (Lesson, 1831)",2481875,15,8b
Unnamed 18343,50c9509d-22c7-4a22-a47d-8c48425ef4a7,48.752837,-122.348917,"Crioceris asparagi (Linnaeus, 1758)",4990500,10,8a
Unnamed 18344,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.098998,-76.532822,"Agelaius phoeniceus (Linnaeus, 1766)",9409198,5,7b
Unnamed 18345,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.066045,-76.579121,"Turdus migratorius Linnaeus, 1766",9510564,5,7b
Unnamed 18346,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.103043,-76.550381,"Certhia americana Bonaparte, 1838",9581157,5,7b
